id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial
3160,392,Deco,Female,Shade 6,None,Beanie,Hat,Green,Collard Tee,Black Choker,Wizard Pipe,Designer Shades 2,None
3161,1517,Lavender,Male,Shade 3,None,Beanie,Hat,Platinum,Turtleneck,None,Quellazaire,Silver Piercings,Handlebars
3162,2825,Pine,Male,Shade 5,None,None,Shaggy,Platinum,White Tank,Pearl Necklace,Pipe,None,5 o'clock
3163,2876,Green,Female,Shade 2,None,None,Shaggy,Red,Cut Off Sleeves,Pearl Necklace,Vape,None,None
3164,4923,Green,Male,Shade 6,None,None,Top Dreads,Black,Hoodie,None,None,None,None
3165,4020,Green,Female,Shade 5,None,None,Buzzed Braids,Black,Rags,None,None,None,None
3166,545,Deco,Male,Shade 3,None,Forwards Cap,Hat,Brown,Camo Tee,Pearl Necklace,Cigarette,Designer Shades,Chinstrap
3167,2057,Sand,Male,Shade 6,None,None,Mullet,Brown,Zip Up Hoodie,Silver Cuban,Blunt,Designer Shades,Half Goat
3168,4312,Pine,Female,Shade 4,None,None,Mohawk,Platinum,Zip Up Hoodie,None,None,None,None
3169,4472,Mauve,Female,Shade 5,None,None,Crew Cut,Black,White Tee,None,None,None,None
3170,3354,Lavender,Female,Shade 6,None,None,Mohawk,Platinum,White Tee,Silver Cuban,Cigarette,None,None
3171,3905,Yellow,Male,Shade 3,None,None,Crew Cut,Brown,Hoodie,None,None,Steampunk Shades,None
3172,1892,Pink,Male,Shade 5,None,Backwards Hat,Hat,Brown,Hoodie,None,Blunt,Silver Piercings,Quarter Goat
3173,1688,Yellow,Male,Shade 6,None,Winter Hat,Hat,Black,Dirty Tee,None,Blunt,Designer Shades,Half Goat
3174,4464,Green,Female,Shade 1,None,None,Mullet,Red,Zip Up Hoodie,None,None,None,None
3175,3791,Pine,Female,Shade 1,None,None,Bowl Cut,Red,Rags,None,Blunt,None,None
3176,3380,Lavender,Male,Shade 5,None,None,Bald,Platinum,Shirtless With Tats,None,Blunt,Reading Glasses,None
3177,4388,Blue,Female,Shade 3,None,None,Bowl Cut,Blonde,Hoodie,None,None,None,None
3178,170,Pine,Male,Shade 3,Street Tats,None,Bald,Blonde,Camo Tee,Pearl Necklace,Blunt,Designer Shades,Stache
3179,1905,Orange,Male,Shade 4,None,None,Buzzed Braids,Red,White Tank,Gold Cuban,Vape,Steampunk Shades,Pencil Jaw
3180,3482,Green,Female,Shade 5,None,None,Dreads,Black,Zip Up Hoodie,None,Septum Piercing,Designer Shades 2,None
3181,76,Orange,Female,Shade 7,Street Tats,Winter Hat,Hat,Platinum,Dirty Tee,Pink Choker,Hydration Pack,Bridge Piercing,None
3182,4142,Turquoise,Male,Shade 5,None,None,Bowl Cut,Blonde,Hoodie,None,Cigarette,None,None
3183,72,Orange,Female,Shade 3,Lazy Boy Tats,Cowboy Hat,Hat,Rainbow,Striped Tee,Silver Cuban,Cigarette,Future Shades,None
3184,4485,Pink,Female,Shade 5,None,None,Mohawk,Blonde,Zip Up Hoodie,None,None,None,None
3185,4160,Yellow,Female,Shade 1,None,None,Shoulder Length,Platinum,White Tee,None,None,None,None
3186,1184,Pine,Female,Shade 3,None,Beanie,Hat,Blonde,White Tee,Gold Cuban,Vape,Eyepatch,None
3187,812,Lavender,Female,Shade 5,None,Forwards Cap,Hat,Red,Dirty Tee,Black Choker,Quellazaire,Silver Piercings,None
3188,3622,Pine,Female,Shade 3,None,None,Dreads,Platinum,Collard Tee,None,None,Eyepatch,None
3189,3090,Deco,Female,Shade 7,None,None,Spikey,Blonde,Turtleneck,None,Blunt,Designer Shades,None
3190,4555,Pink,Male,Shade 3,None,None,Mohawk,Blonde,Shirtless,None,None,None,None
3191,4095,Lavender,Male,Shade 5,None,None,Mohawk,Brown,Hoodie,None,Blunt,None,None
3192,1639,Deco,Male,Shade 6,None,None,Top Dreads,Red,Dirty Tee,Black Choker,Blunt,Reading Glasses,Handlebars
3193,2666,Orange,Male,Shade 3,None,None,Bald,Blonde,White Tee,Gold Cuban,Septum Piercing,Reading Glasses,None
3194,1022,Yellow,Male,Shade 2,None,Forwards Cap,Hat,Black,Striped Tee,Black Choker,Hay,Sunglasses,None
3195,2305,Deco,Female,Shade 1,None,None,Crew Cut,Red,White Tank,Pearl Necklace,Pipe,Designer Shades 2,None
3196,4319,Yellow,Female,Shade 3,None,None,Shaggy,Red,Button up,None,None,None,None
3197,3568,Mauve,Female,Shade 3,None,None,Mohawk,Red,White Tank,None,Pipe,Designer Shades 2,None
3198,1862,Lavender,Male,Shade 7,None,Backwards Hat,Hat,Brown,Zip Up Hoodie,None,Snake Bites,Reading Glasses,Chinstrap
3199,514,Green,Male,Shade 1,None,Winter Hat,Hat,Brown,White Tee,Pink Choker,Hay,Designer Shades 2,Sideburns
3200,4696,Lavender,Male,Shade 4,None,None,Top Dreads,Brown,White Tee,None,None,None,None
3201,2063,Yellow,Female,Shade 3,None,Sweatband,Hat,Platinum,Cut Off Sleeves,None,Pipe,Sunglasses,None
3202,2672,Mauve,Female,Shade 7,None,Forwards Cap,Hat,Pink,Turtleneck,None,Pipe,None,None
3203,3932,Deco,Male,Shade 3,None,None,Top Dreads,Black,Shirtless With Tats,None,Pipe,None,None
3204,4853,Green,Male,Shade 6,None,None,Bowl Cut,Blonde,Zip Up Hoodie,None,None,None,None
3205,3433,Pine,Female,Shade 6,None,None,Mullet,Blonde,White Tank,None,Pipe,Gold Piercings,None
3206,2992,Yellow,Female,Shade 5,None,Horns,Hat,Platinum,Dirty Tee,None,Pipe,None,None
3207,4172,Light Purple,Female,Shade 6,None,None,Shoulder Length,Blonde,White Tank,None,None,None,None
3208,586,Blue,Male,Shade 5,None,Backwards Hat,Hat,Black,White Tee,Black Choker,Wizard Pipe,Steampunk Shades,Quarter Goat
3209,4488,Deco,Female,Shade 1,None,None,Shaggy,Black,Hoodie,None,None,None,None
3210,4261,Light Purple,Female,Shade 3,None,None,Top Dreads,Red,White Tank,None,None,None,None
3211,2897,Green,Male,Shade 7,None,None,Dreads,Black,Hoodie,Gold Cuban,None,Designer Shades 2,5 o'clock
3212,1976,Light Purple,Male,Shade 7,None,None,Dreads,Black,White Tank,Gold Cuban,Pipe,Gold Piercings,Pencil Jaw
3213,4498,Sand,Male,Shade 5,None,None,Crew Cut,Brown,Shirtless,None,None,None,None
3214,1194,Lavender,Male,Shade 4,None,Cowboy Hat,Hat,Pink,Cut Off Sleeves,Pink Choker,None,None,Lined Up Soul Patch
3215,3355,Light Purple,Male,Shade 2,None,None,Top Dreads,Red,Hoodie,Silver Cuban,None,Bridge Piercing,None
3216,2833,Mauve,Female,Shade 1,None,None,Buzzed Braids,Blonde,White Tank,Silver Cuban,None,3D Glasses,None
3217,1277,Lavender,Male,Shade 6,None,Beanie,Hat,Brown,Hoodie,Gold Cuban,Snake Bites,Shutter Shades,None
3218,570,Sand,Female,Shade 3,None,Forwards Cap,Hat,Red,Camo Tee,Pearl Necklace,Wizard Pipe,Shutter Shades,None
3219,3146,Pink,Female,Shade 2,None,None,Spikey,Red,Collard Tee,None,Vape,Reading Glasses,None
3220,227,Yellow,Female,Shade 1,Street Tats,Winter Hat,Hat,Blonde,Zip Up Hoodie,None,Surgical Mask,Steampunk Shades,None
3221,2413,Deco,Female,Shade 1,None,None,Mullet,Green,Dirty Tee,Gold Cuban,Hydration Pack,None,None
3222,1322,Light Purple,Male,Shade 5,None,Sweatband,Hat,Platinum,Shirtless With Tats,None,Surgical Mask,Gold Piercings,Chinstrap
3223,3267,Lavender,Female,Shade 4,None,None,Crew Cut,Brown,Hawaiian Shirt,None,Cigarette,Reading Glasses,None
3224,4284,Mauve,Male,Shade 3,None,None,Bald,Black,Shirtless,None,None,None,None
3225,2320,Lavender,Male,Shade 7,None,None,Mohawk,Black,Zip Up Hoodie,Gold Cuban,Pipe,Reading Glasses,Half Goat
3226,1714,Orange,Female,Shade 1,None,None,Shoulder Length,Black,Collard Tee,Black Choker,Quellazaire,Reading Glasses,None
3227,4633,Pink,Male,Shade 5,None,None,Bowl Cut,Brown,Button up,None,None,None,None
3228,1660,Pink,Female,Shade 3,None,Winter Hat,Hat,Blonde,Ripped Up Tee,None,Hydration Pack,Silver Piercings,None
3229,2265,Yellow,Female,Shade 3,None,None,Dreads,Platinum,White Tee,Gold Cuban,Vape,Gold Piercings,None
3230,4779,Blue,Male,Shade 4,None,None,Mullet,Red,White Tank,None,None,None,None
3231,1530,Orange,Male,Shade 3,None,None,Bald,Blonde,Collard Tee,Gold Cuban,Vape,Silver Piercings,Half Goat
3232,2167,Green,Male,Shade 7,None,Beanie,Hat,Brown,Hoodie,None,Surgical Mask,Designer Shades 2,5 o'clock
3233,3542,Sand,Male,Shade 7,None,None,Buzzed Braids,Platinum,Zip Up Hoodie,Gold Cuban,Cigarette,None,None
3234,4277,Yellow,Female,Shade 7,None,None,Top Dreads,Brown,White Tee,None,None,None,None
3235,2791,Turquoise,Female,Shade 3,None,None,Buzzed Braids,Black,White Tank,Black Choker,None,Eyepatch,None
3236,3511,Pine,Male,Shade 2,None,None,Bald,Platinum,Button up,Silver Cuban,None,None,5 o'clock
3237,1100,Light Purple,Male,Shade 3,None,Backwards Hat,Hat,Rainbow,Shirtless,None,Quellazaire,Designer Shades 2,Sideburns
3238,2692,Pine,Male,Shade 6,None,None,Buzzed Braids,Platinum,Hoodie,Gold Cuban,Blunt,Designer Shades 2,None
3239,2887,Pink,Male,Shade 5,None,None,Mullet,Black,Hawaiian Shirt,None,Cigarette,Sunglasses,Half Goat
3240,1832,Pine,Female,Shade 3,None,Beanie,Hat,Brown,Hawaiian Shirt,Silver Cuban,Blunt,None,None
3241,1646,Light Purple,Female,Shade 5,None,None,Bowl Cut,Blonde,White Tee,Pearl Necklace,Respirator Mask,Gold Piercings,None
3242,4339,Yellow,Female,Shade 3,None,None,Top Dreads,Brown,Hoodie,None,None,None,None
3243,3916,Green,Male,Shade 6,None,None,Spikey,Red,Button up,None,Surgical Mask,None,None
3244,4711,Pine,Male,Shade 2,None,None,Top Dreads,Red,White Tee,None,None,None,None
3245,4295,Blue,Female,Shade 1,None,None,Bowl Cut,Red,White Tank,None,None,None,None
3246,1195,Pink,Male,Shade 3,None,Cowboy Hat,Hat,Brown,Cut Off Sleeves,Pearl Necklace,Cigarette,None,Dapper Stache
3247,4423,Deco,Female,Shade 5,None,None,Bowl Cut,Black,Zip Up Hoodie,None,None,None,None
3248,4217,Turquoise,Female,Shade 5,None,None,Shoulder Length,Red,Hoodie,None,None,None,None
3249,1151,Sand,Female,Shade 4,None,Forwards Cap,Hat,Brown,White Tank,Gold Cuban,Cigarette,Future Shades,None
3250,3801,Yellow,Female,Shade 7,None,None,Dreads,Red,Striped Tee,None,Cigarette,None,None
3251,1772,Turquoise,Female,Shade 3,None,None,Buzzed Braids,Blonde,Striped Tee,Silver Cuban,Snake Bites,Shutter Shades,None
3252,3324,Pink,Female,Shade 4,None,None,Crew Cut,Blonde,White Tee,Silver Cuban,Blunt,None,None
3253,1159,Pink,Male,Shade 6,None,Bucket Hat,Hat,Platinum,Hoodie,Black Choker,None,3D Glasses,Chinstrap
3254,318,Yellow,Female,Shade 4,None,Cowboy Hat,Hat,Blue,White Tee,Black Choker,Hydration Pack,Cyborg Glasses,None
3255,491,Yellow,Male,Shade 2,None,Backwards Hat,Hat,Blonde,Cut Off Sleeves,Black Choker,Wizard Pipe,Designer Shades 2,Half Goat
3256,4446,Deco,Female,Shade 4,None,None,Bowl Cut,Black,Hoodie,None,None,None,None
3257,2242,Lavender,Female,Shade 3,None,None,Mullet,Blonde,White Tank,Black Choker,Pipe,Silver Piercings,None
3258,4314,Mauve,Female,Shade 7,None,None,Crew Cut,Platinum,Hoodie,None,None,None,None
3259,108,Lavender,Female,Shade 2,Street Tats,Cowboy Hat,Hat,Blonde,Camo Tee,Black Choker,Cigarette,Future Shades,None
3260,4402,Orange,Male,Shade 6,None,None,Mullet,Platinum,Shirtless,None,None,None,None
3261,4271,Blue,Female,Shade 1,None,None,Crew Cut,Platinum,Zip Up Hoodie,None,None,None,None
3262,739,Deco,Male,Shade 4,None,Forwards Cap,Hat,Blonde,Zip Up Hoodie,Pearl Necklace,Surgical Mask,Gold Piercings,5 o'clock
3263,1795,Pink,Female,Shade 4,None,Sweatband,Hat,Platinum,Striped Tee,None,Surgical Mask,Eyepatch,None
3264,43,Mauve,Male,Zombie,None,Trucker Hat,Hat,Brown,Dirty Tee,Pearl Necklace,Hydration Pack,3D Glasses,Handlebars
3265,3144,Lavender,Female,Shade 7,None,None,Shaggy,Red,Cut Off Sleeves,None,Pipe,Future Shades,None
3266,4961,Turquoise,Male,Shade 6,None,None,Crew Cut,Black,White Tee,None,None,None,None
3267,3675,Lavender,Female,Shade 4,None,None,Mullet,Platinum,Striped Tee,None,None,Eyepatch,None
3268,2880,Mauve,Male,Shade 3,None,None,Mullet,Red,Zip Up Hoodie,Silver Cuban,Pipe,Reading Glasses,None
3269,2635,Turquoise,Male,Shade 7,None,None,Dreads,Blonde,Button up,Gold Cuban,None,Silver Piercings,Full Goat
3270,2742,Turquoise,Female,Shade 5,None,Sweatband,Hat,Red,Rags,None,None,Bridge Piercing,None
3271,2446,Orange,Female,Shade 6,None,None,Bowl Cut,Black,White Tee,Silver Cuban,Pipe,Designer Shades,None
3272,1911,Deco,Female,Shade 6,None,Sweatband,Hat,Brown,Turtleneck,None,Snake Bites,Shutter Shades,None
3273,452,Light Purple,Male,Shade 1,None,Winter Hat,Hat,Blonde,Leather Jacket,Pearl Necklace,Cigarette,Future Shades,Pencil Jaw
3274,1669,Blue,Male,Shade 4,None,None,Bowl Cut,Platinum,Hoodie,Pearl Necklace,Cigarette,Eyepatch,Quarter Goat
3275,3125,Pine,Male,Shade 1,None,None,Mullet,Blonde,Zip Up Hoodie,Gold Cuban,Vape,None,5 o'clock
3276,311,Turquoise,Male,Shade 2,None,Sweatband,Hat,Pink,Camo Tee,Black Choker,Blunt,Eyepatch,Chinstrap
3277,4355,Blue,Female,Shade 1,None,None,Top Dreads,Blonde,Zip Up Hoodie,None,None,None,None
3278,4110,Blue,Female,Shade 1,None,None,Mullet,Black,Rags,None,None,None,None
3279,4457,Yellow,Male,Shade 7,None,None,Top Dreads,Black,Shirtless With Tats,None,None,None,None
3280,2316,Turquoise,Female,Shade 3,None,None,Shoulder Length,Black,Zip Up Hoodie,Silver Cuban,Blunt,Gold Piercings,None
3281,995,Turquoise,Female,Shade 5,None,Forwards Cap,Hat,Brown,White Tee,Pearl Necklace,Pipe,Shutter Shades,None
3282,4497,Light Purple,Female,Shade 7,None,None,Mohawk,Blonde,Hoodie,None,None,None,None
3283,2845,Blue,Female,Shade 4,None,None,Shoulder Length,Red,White Tank,Gold Cuban,None,Sunglasses,None
3284,4615,Turquoise,Male,Shade 1,None,None,Bald,Black,White Tank,None,None,None,None
3285,461,Turquoise,Female,Shade 2,None,Beanie,Hat,Green,Ripped Up Tee,Black Choker,Pipe,Steampunk Shades,None
3286,1969,Mauve,Female,Shade 7,None,None,Spikey,Platinum,Button up,Gold Cuban,Snake Bites,Gold Piercings,None
3287,2623,Light Purple,Male,Shade 3,None,None,Shaggy,Red,Dirty Tee,Gold Cuban,Wizard Pipe,None,Chinstrap
3288,3629,Green,Male,Shade 4,None,None,Buzzed Braids,Brown,Hoodie,None,Blunt,Gold Piercings,None
3289,4599,Pink,Male,Shade 3,None,None,Bald,Black,White Tee,None,None,None,None
3290,4920,Pink,Male,Shade 4,None,None,Mullet,Black,Hoodie,None,None,None,None
3291,2058,Deco,Male,Shade 3,None,None,Buzzed Braids,Black,Hoodie,Gold Cuban,Pipe,Eyepatch,Pencil Jaw
3292,3785,Light Purple,Female,Shade 6,None,None,Mullet,Blonde,Dress,None,Blunt,None,None
3293,1914,Pine,Female,Shade 6,None,None,Buzzed Braids,Red,Camo Tee,Gold Cuban,Vape,Future Shades,None
3294,1005,Yellow,Male,Shade 3,None,Beanie,Hat,Red,White Tank,Silver Cuban,Pipe,Gold Piercings,Full Goat
3295,1682,Mauve,Male,Shade 1,None,None,Spikey,Brown,Dirty Tee,Gold Cuban,Vape,Reading Glasses,Sideburns
3296,3343,Light Purple,Female,Shade 1,None,None,Top Dreads,Red,Hoodie,Silver Cuban,Vape,None,None
3297,370,Orange,Male,Shade 4,None,Winter Hat,Hat,Blonde,Leather Jacket,Pink Choker,Blunt,Future Shades,Handlebars
3298,580,Turquoise,Male,Shade 1,None,Forwards Cap,Hat,Black,Dirty Tee,Silver Cuban,Snake Bites,3D Glasses,Stache
3299,4758,Turquoise,Male,Shade 3,None,None,Mullet,Platinum,Zip Up Hoodie,None,None,None,None
3300,4174,Light Purple,Female,Shade 3,None,None,Shoulder Length,Red,White Tank,None,None,None,None
3301,135,Light Purple,Female,Shade 1,Lazy Boy Tats,Forwards Cap,Hat,Blonde,Button up,Black Choker,Septum Piercing,Designer Shades,None
3302,4505,Mauve,Male,Shade 4,None,None,Mohawk,Platinum,Rags,None,None,None,None
3303,4437,Blue,Female,Shade 7,None,None,Shaggy,Red,Zip Up Hoodie,None,None,None,None
3304,4651,Green,Male,Shade 1,None,None,Mullet,Platinum,White Tank,None,None,None,None
3305,898,Deco,Female,Shade 5,None,Cowboy Hat,Hat,Platinum,White Tee,Pearl Necklace,Cigarette,Silver Piercings,None
3306,3052,Lavender,Female,Shade 5,None,None,Dreads,Black,White Tee,Silver Cuban,None,Designer Shades 2,None
3307,1354,Yellow,Female,Shade 1,None,None,Mohawk,Blue,Hawaiian Shirt,Gold Cuban,Blunt,Designer Shades,None
3308,2491,Yellow,Male,Shade 2,None,None,Dreads,Black,Collard Tee,Silver Cuban,Cigarette,Silver Piercings,None
3309,2226,Lavender,Female,Shade 5,None,None,Shaggy,Platinum,Leather Jacket,Gold Cuban,Vape,Reading Glasses,None
3310,1256,Deco,Male,Shade 4,None,None,Dreads,Brown,Dirty Tee,Pearl Necklace,Quellazaire,Gold Piercings,Handlebars
3311,3079,Pine,Female,Shade 7,None,None,Mullet,Blonde,White Tank,Gold Cuban,None,Reading Glasses,None
3312,3411,Light Purple,Female,Shade 5,None,None,Shoulder Length,Blonde,Hoodie,None,Septum Piercing,Reading Glasses,None
3313,4956,Pink,Male,Shade 3,None,None,Mohawk,Red,Zip Up Hoodie,None,None,None,None
3314,341,Mauve,Male,Shade 6,None,Cowboy Hat,Hat,Green,Leather Jacket,Silver Cuban,Pipe,Gold Piercings,Sideburns
3315,4715,Orange,Male,Shade 3,None,None,Bowl Cut,Red,White Tank,None,None,None,None
3316,1933,Pine,Female,Shade 4,None,None,Shoulder Length,Black,Collard Tee,Silver Cuban,Vape,Steampunk Shades,None
3317,3366,Lavender,Male,Shade 4,None,None,Top Dreads,Black,Zip Up Hoodie,None,Vape,Reading Glasses,5 o'clock
3318,4728,Blue,Male,Shade 1,None,None,Mullet,Red,Button up,None,None,None,None
3319,2846,Light Purple,Male,Shade 7,None,None,Dreads,Red,Dirty Tee,None,Blunt,Designer Shades,Sideburns
3320,483,Turquoise,Female,Shade 7,None,Horns,Hat,Pink,Striped Tee,Gold Cuban,Vape,Gold Piercings,None
3321,2447,Pink,Female,Shade 7,None,None,Shoulder Length,Black,Zip Up Hoodie,Silver Cuban,Cigarette,Reading Glasses,None
3322,3024,Green,Female,Shade 5,None,None,Shoulder Length,Platinum,Turtleneck,None,Cigarette,Shutter Shades,None
3323,4332,Deco,Male,Shade 5,None,None,Top Dreads,Platinum,Rags,None,None,None,None
3324,140,Pine,Female,Shade 7,Street Tats,Cowboy Hat,Hat,Brown,Hoodie,Silver Cuban,Vape,Future Shades,None
3325,1035,Green,Female,Shade 3,None,Beanie,Hat,Black,Camo Tee,Gold Cuban,Blunt,Sunglasses,None
3326,2307,Pine,Female,Shade 2,None,Sweatband,Hat,Black,Hoodie,None,Quellazaire,Designer Shades,None
3327,4854,Pine,Male,Shade 1,None,None,Mohawk,Black,Button up,None,None,None,None
3328,1404,Yellow,Female,Shade 5,None,Beanie,Hat,Blue,Turtleneck,None,Vape,Steampunk Shades,None
3329,2468,Orange,Female,Shade 5,None,None,Mohawk,Black,Button up,Gold Cuban,Cigarette,Bridge Piercing,None
3330,3914,Green,Female,Shade 2,None,None,Crew Cut,Red,White Tee,None,Vape,None,None
3331,572,Sand,Male,Shade 5,None,Bucket Hat,Hat,Blonde,Striped Tee,Silver Cuban,Snake Bites,Steampunk Shades,Handlebars
3332,4475,Pink,Male,Shade 3,None,None,Mohawk,Platinum,Shirtless,None,None,None,None
3333,3494,Blue,Female,Shade 3,None,None,Bowl Cut,Blonde,Button up,None,Vape,Designer Shades 2,None
3334,1918,Lavender,Male,Shade 7,None,None,Dreads,Brown,Hoodie,Gold Cuban,Surgical Mask,Designer Shades 2,Half Goat
3335,3744,Deco,Male,Shade 7,None,None,Mohawk,Black,Button up,None,Cigarette,Reading Glasses,None
3336,3696,Blue,Male,Shade 7,None,None,Dreads,Black,White Tank,None,Cigarette,Reading Glasses,None
3337,793,Pine,Male,Shade 1,None,Sweatband,Hat,Brown,White Tee,Silver Cuban,Wizard Pipe,Designer Shades,Pencil Jaw
3338,1479,Lavender,Male,Shade 6,None,Trucker Hat,Hat,Red,Ripped Up Tee,None,Hay,Reading Glasses,Full Goat
3339,3500,Mauve,Male,Shade 6,None,None,Mohawk,Red,Zip Up Hoodie,Pearl Necklace,None,None,Pencil Jaw
3340,4632,Light Purple,Male,Shade 5,None,None,Shaggy,Platinum,White Tank,None,None,None,None
3341,1612,Pink,Male,Shade 6,None,None,Buzzed Braids,Brown,Cut Off Sleeves,Silver Cuban,Cigarette,Designer Shades,Quarter Goat
3342,3114,Blue,Female,Shade 2,None,None,Shaggy,Black,Hoodie,Pearl Necklace,Blunt,None,None
3343,4946,Mauve,Male,Shade 5,None,None,Shaggy,Red,Hoodie,None,None,None,None
3344,3502,Pine,Female,Shade 1,None,None,Top Dreads,Red,White Tank,None,Pipe,Reading Glasses,None
3345,2879,Yellow,Male,Shade 6,None,None,Crew Cut,Brown,Hoodie,Gold Cuban,Cigarette,Designer Shades 2,None
3346,4377,Blue,Female,Shade 3,None,None,Top Dreads,Blonde,Hoodie,None,None,None,None
3347,3332,Blue,Female,Shade 5,None,None,Top Dreads,Red,White Tank,Gold Cuban,Pipe,None,None
3348,1709,Yellow,Female,Shade 5,None,None,Buzzed Braids,Black,Dirty Tee,Pearl Necklace,Vape,Steampunk Shades,None
3349,4038,Deco,Male,Shade 6,None,None,Mohawk,Platinum,White Tank,None,Pipe,None,None
3350,4072,Mauve,Female,Shade 4,None,None,Shaggy,Brown,Rags,None,None,None,None
3351,4862,Pink,Male,Shade 4,None,None,Mohawk,Blonde,White Tank,None,None,None,None
3352,3837,Turquoise,Female,Shade 3,None,None,Mullet,Red,Turtleneck,None,Septum Piercing,None,None
3353,2570,Green,Male,Shade 2,None,None,Mohawk,Blonde,White Tank,Pearl Necklace,None,Bridge Piercing,Half Goat
3354,3759,Green,Male,Shade 4,None,None,Mohawk,Blonde,Rags,None,Pipe,None,5 o'clock
3355,317,Yellow,Male,Shade 4,None,Backwards Hat,Hat,Red,Cut Off Sleeves,Pink Choker,Hay,Bridge Piercing,Chinstrap
3356,996,Pink,Female,Shade 1,None,Winter Hat,Hat,Blonde,Dirty Tee,Silver Cuban,Pipe,Steampunk Shades,None
3357,977,Sand,Female,Shade 3,None,Beanie,Hat,Platinum,Camo Tee,Silver Cuban,Vape,Bridge Piercing,None
3358,4766,Blue,Male,Shade 1,None,None,Bowl Cut,Brown,Hoodie,None,None,None,None
3359,1943,Mauve,Male,Shade 1,None,None,Buzzed Braids,Platinum,Zip Up Hoodie,Gold Cuban,Pipe,Eyepatch,Pencil Jaw
3360,2478,Mauve,Female,Shade 4,None,None,Crew Cut,Platinum,White Tee,Silver Cuban,Blunt,Reading Glasses,None
3361,648,Deco,Male,Shade 4,None,Bucket Hat,Hat,Brown,Hoodie,Pearl Necklace,Blunt,Cyborg Glasses,5 o'clock
3362,70,Yellow,Female,Zombie,None,Horns,Hat,Green,White Tee,Black Choker,Surgical Mask,Bridge Piercing,None
3363,976,Yellow,Male,Shade 1,None,Trucker Hat,Hat,Blonde,Dirty Tee,Pearl Necklace,None,Shutter Shades,Chinstrap
3364,808,Turquoise,Male,Shade 5,None,Sweatband,Hat,Black,Hoodie,Black Choker,Snake Bites,Eyepatch,Pencil Jaw
3365,4300,Pink,Female,Shade 4,None,None,Shaggy,Brown,White Tee,None,None,None,None
3366,784,Turquoise,Male,Shade 2,None,Beanie,Hat,Red,White Tank,Black Choker,Blunt,Shutter Shades,Half Goat
3367,2591,Deco,Female,Shade 1,None,None,Mohawk,Red,White Tank,Silver Cuban,Pipe,Designer Shades 2,None
3368,3245,Sand,Female,Shade 2,None,None,Spikey,Blonde,Turtleneck,None,Cigarette,Designer Shades 2,None
3369,2923,Mauve,Male,Shade 4,None,None,Mohawk,Black,Turtleneck,None,Quellazaire,Eyepatch,Sideburns
