id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial,nftID
2368,2096,Pink,Male,Shade 5,None,None,Dreads,Red,White Tank,Gold Cuban,Vape,Designer Shades 2,Sideburns,0
2369,3835,Orange,Female,Shade 2,None,None,Buzzed Braids,Platinum,Button up,None,Vape,None,None,0
2370,2909,Green,Female,Shade 3,None,Beanie,Hat,Platinum,Turtleneck,None,Wizard Pipe,None,None,214
2371,4294,Turquoise,Female,Shade 4,None,None,Top Dreads,Brown,White Tank,None,None,None,None,3074
2372,262,Light Purple,Male,Shade 7,None,Sweatband,Hat,Green,Striped Tee,Black Choker,Hay,Gold Piercings,Half Goat,0
2373,4410,Light Purple,Female,Shade 7,None,None,Shaggy,Red,Zip Up Hoodie,None,None,None,None,0
2374,3762,Turquoise,Female,Shade 1,None,None,Shoulder Length,Blonde,Dress,None,Cigarette,None,None,4949
2375,3175,Deco,Male,Shade 5,None,None,Crew Cut,Blonde,Zip Up Hoodie,Gold Cuban,Cigarette,None,5 o'clock,1422
2376,2878,Deco,Female,Shade 7,None,Beanie,Hat,Brown,Ripped Up Tee,None,None,Reading Glasses,None,0
2377,3423,Light Purple,Female,Shade 5,None,None,Mohawk,Black,Zip Up Hoodie,Gold Cuban,Pipe,None,None,3080
2378,3574,Yellow,Male,Shade 7,None,None,Dreads,Red,White Tee,Gold Cuban,Cigarette,None,None,2806
2379,873,Sand,Female,Shade 3,None,Beanie,Hat,Black,Collard Tee,Black Choker,Pipe,Future Shades,None,2654
2380,193,Lavender,Male,Alien,None,None,Mohawk,Black,Cut Off Sleeves,Black Choker,Blunt,Designer Shades 2,Dapper Stache,2846
2381,815,Mauve,Female,Shade 2,None,Winter Hat,Hat,Brown,Dirty Tee,Gold Cuban,Wizard Pipe,Eyepatch,None,5439
2382,1856,Turquoise,Male,Shade 1,None,None,Crew Cut,Black,Button up,Black Choker,Vape,Bridge Piercing,Half Goat,3136
2383,1311,Orange,Female,Shade 1,None,Cowboy Hat,Hat,Black,Striped Tee,Bling,Blunt,None,None,1679
2384,1621,Mauve,Male,Shade 1,None,None,Bowl Cut,Brown,Leather Jacket,Silver Cuban,Pipe,Steampunk Shades,Chinstrap,0
2385,4901,Blue,Male,Shade 7,None,None,Mohawk,Black,Button up,None,None,None,None,2579
2386,3655,Deco,Male,Shade 2,None,None,Mohawk,Blonde,White Tee,Gold Cuban,Pipe,None,None,3416
2387,492,Yellow,Male,Shade 1,None,Trucker Hat,Hat,Red,Zip Up Hoodie,Pearl Necklace,Snake Bites,Shutter Shades,Chinstrap,0
2388,3238,Turquoise,Female,Shade 6,None,None,Buzzed Braids,Red,Button up,Silver Cuban,Blunt,None,None,2098
2389,3769,Blue,Female,Shade 1,None,None,Dreads,Red,Dress,None,Pipe,None,None,3370
2390,3895,Deco,Male,Shade 3,None,None,Bowl Cut,Blonde,Shirtless With Tats,None,Septum Piercing,None,None,3696
2391,1321,Yellow,Male,Shade 4,None,None,Bald,Platinum,Collard Tee,Black Choker,Blunt,Gold Piercings,Full Goat,1556
2392,3037,Blue,Female,Shade 5,None,None,Mullet,Blonde,Festival Top,None,Snake Bites,Eyepatch,None,0
2393,3767,Yellow,Female,Shade 5,None,None,Dreads,Red,Zip Up Hoodie,None,None,Bridge Piercing,None,0
2394,2758,Orange,Male,Shade 6,None,None,Top Dreads,Brown,Button up,Silver Cuban,Vape,Designer Shades 2,None,0
2395,139,Green,Male,Shade 5,Street Tats,Cowboy Hat,Hat,Blonde,White Tank,Bling,None,3D Glasses,5 o'clock,480
2396,612,Mauve,Male,Shade 1,None,Backwards Hat,Hat,Black,Ripped Up Tee,Gold Cuban,Wizard Pipe,Reading Glasses,Chinstrap,0
2397,1053,Deco,Female,Shade 5,None,Winter Hat,Hat,Brown,Button up,Gold Cuban,Hay,Reading Glasses,None,5047
2398,2330,Sand,Female,Shade 1,None,Forwards Cap,Hat,Blonde,Hoodie,None,Wizard Pipe,Designer Shades 2,None,674
2399,445,Pine,Male,Shade 1,None,Cowboy Hat,Hat,Brown,Dirty Tee,Silver Cuban,Hydration Pack,Silver Piercings,Pencil Jaw,0
2400,2029,Deco,Male,Shade 1,None,None,Mohawk,Brown,Button up,Gold Cuban,Blunt,Bridge Piercing,Half Goat,0
2401,3009,Turquoise,Male,Shade 2,None,None,Mohawk,Red,Turtleneck,None,Vape,Steampunk Shades,Full Goat,0
2402,2631,Green,Female,Shade 4,None,None,Spikey,Platinum,Dirty Tee,Silver Cuban,None,Designer Shades,None,4905
2403,3814,Lavender,Female,Shade 7,None,None,Shaggy,Blonde,Rags,None,Pipe,None,None,6130
2404,2641,Deco,Male,Shade 2,None,None,Mohawk,Platinum,Collard Tee,Black Choker,Septum Piercing,None,Half Goat,0
2405,3558,Pine,Female,Shade 7,None,None,Crew Cut,Red,Hoodie,None,Cigarette,Designer Shades 2,None,3569
2406,1380,Pine,Male,Shade 1,None,None,Spikey,Brown,Dirty Tee,Silver Cuban,Snake Bites,Bridge Piercing,Pencil Jaw,0
2407,2296,Green,Female,Shade 7,None,None,Crew Cut,Black,White Tank,Black Choker,Pipe,Gold Piercings,None,2933
2408,1229,Mauve,Male,Shade 2,None,Backwards Hat,Hat,Blonde,Collard Tee,Silver Cuban,None,Bridge Piercing,Pencil Jaw,0
2409,1716,Sand,Male,Shade 4,None,None,Mohawk,Platinum,Dirty Tee,Gold Cuban,Vape,Gold Piercings,Quarter Goat,1635
2410,3004,Green,Female,Shade 6,None,None,Shoulder Length,Brown,Hawaiian Shirt,None,Vape,Eyepatch,None,2376
2411,3608,Sand,Male,Shade 3,None,None,Bald,Platinum,White Tee,None,Septum Piercing,Reading Glasses,None,3595
2412,2681,Green,Male,Shade 2,None,None,Top Dreads,Black,Button up,Silver Cuban,Quellazaire,Reading Glasses,None,0
2413,3155,Turquoise,Female,Shade 7,None,Beanie,Hat,Platinum,Zip Up Hoodie,None,Surgical Mask,None,None,0
2414,384,Green,Male,Shade 6,None,Beanie,Hat,Black,Striped Tee,Pink Choker,Snake Bites,Steampunk Shades,Sideburns,775
2415,3262,Sand,Female,Shade 1,None,None,Dreads,Red,White Tee,Gold Cuban,Cigarette,None,None,0
2416,2455,Turquoise,Female,Shade 2,None,None,Buzzed Braids,Brown,Button up,Silver Cuban,Cigarette,Reading Glasses,None,0
2417,3165,Green,Female,Shade 5,None,None,Dreads,Blonde,Leather Jacket,None,Cigarette,Designer Shades,None,0
2418,3064,Deco,Male,Shade 5,None,None,Mullet,Platinum,Button up,None,Cigarette,Silver Piercings,Half Goat,5071
2419,3975,Pine,Female,Shade 3,None,None,Shoulder Length,Red,Festival Top,None,None,None,None,938
2420,2247,Sand,Female,Shade 1,None,None,Shoulder Length,Red,Button up,Silver Cuban,Snake Bites,Designer Shades 2,None,5223
2421,1014,Green,Female,Shade 4,None,Beanie,Hat,Brown,Collard Tee,Silver Cuban,Septum Piercing,Eyepatch,None,3690
2422,1484,Blue,Female,Shade 5,None,Winter Hat,Hat,Black,Leather Jacket,Black Choker,Surgical Mask,None,None,0
2423,941,Orange,Male,Shade 3,None,Winter Hat,Hat,Black,Zip Up Hoodie,Silver Cuban,Septum Piercing,Designer Shades,Handlebars,0
2424,3393,Turquoise,Female,Shade 4,None,None,Bowl Cut,Brown,White Tank,None,Septum Piercing,Eyepatch,None,0
2425,1985,Yellow,Male,Shade 1,None,None,Top Dreads,Platinum,Hoodie,Gold Cuban,Blunt,Designer Shades,Quarter Goat,653
2426,1482,Yellow,Male,Shade 4,None,None,Top Dreads,Black,Hoodie,Pearl Necklace,Surgical Mask,Eyepatch,Chinstrap,4854
2427,2084,Light Purple,Male,Shade 7,None,None,Crew Cut,Platinum,Zip Up Hoodie,Gold Cuban,Septum Piercing,Gold Piercings,5 o'clock,0
2428,3118,Green,Female,Shade 7,None,None,Mullet,Blonde,Dirty Tee,None,Snake Bites,Eyepatch,None,2738
2429,1622,Sand,Male,Shade 4,None,Beanie,Hat,Red,Ripped Up Tee,None,Pipe,3D Glasses,Pencil Jaw,2182
2430,1497,Sand,Male,Shade 5,None,Horns,Hat,Black,Turtleneck,None,Snake Bites,Bridge Piercing,Handlebars,0
2431,4919,Sand,Male,Shade 1,None,None,Shaggy,Black,Zip Up Hoodie,None,None,None,None,0
2432,920,Deco,Male,Shade 2,None,Backwards Hat,Hat,Red,Button up,Silver Cuban,Pipe,Bridge Piercing,Full Goat,0
2433,1802,Blue,Male,Shade 4,None,None,Shaggy,Red,White Tank,Black Choker,Septum Piercing,Designer Shades,Pencil Jaw,0
2434,1650,Light Purple,Female,Shade 7,None,Sweatband,Hat,Green,Zip Up Hoodie,None,Cigarette,Future Shades,None,0
2435,2953,Lavender,Male,Shade 4,None,None,Bald,Black,Button up,None,Pipe,Gold Piercings,Stache,0
2436,1245,Yellow,Male,Shade 3,None,Trucker Hat,Hat,Platinum,Hawaiian Shirt,None,Hay,Gold Piercings,Chinstrap,5638
2437,828,Lavender,Male,Shade 3,None,Backwards Hat,Hat,Red,Button up,Silver Cuban,Blunt,Shutter Shades,Full Goat,2462
2438,4354,Sand,Female,Shade 7,None,None,Mohawk,Platinum,Hoodie,None,None,None,None,0
2439,3701,Pink,Male,Shade 2,None,None,Mohawk,Platinum,Button up,None,Vape,Designer Shades 2,None,0
2440,4699,Yellow,Male,Shade 7,None,None,Mullet,Platinum,Zip Up Hoodie,None,None,None,None,0
2441,3668,Orange,Male,Shade 2,None,None,Spikey,Red,Turtleneck,None,Septum Piercing,None,Pencil Jaw,0
2442,4941,Mauve,Male,Shade 6,None,None,Mullet,Red,Hoodie,None,None,None,None,298
2443,3288,Deco,Female,Shade 6,None,None,Shaggy,Black,Turtleneck,None,Vape,Designer Shades,None,0
2444,210,Yellow,Male,Alien,None,Beanie,Hat,Black,Hoodie,None,Quellazaire,Gold Piercings,Handlebars,0
2445,1293,Pine,Male,Shade 7,None,Forwards Cap,Hat,Red,Zip Up Hoodie,Black Choker,Vape,Steampunk Shades,None,953
2446,3625,Deco,Male,Shade 7,None,None,Crew Cut,Blonde,Hoodie,Silver Cuban,Blunt,None,None,2118
2447,4061,Orange,Female,Shade 2,None,None,Bowl Cut,Red,Festival Top,None,None,None,None,0
2448,3651,Sand,Male,Shade 5,None,None,Mohawk,Black,White Tee,Silver Cuban,Vape,None,None,2035
2449,1948,Green,Male,Shade 4,None,Sweatband,Hat,Brown,Turtleneck,None,Cigarette,Bridge Piercing,5 o'clock,4150
2450,2580,Turquoise,Female,Shade 6,None,None,Mohawk,Red,Button up,Silver Cuban,Vape,Designer Shades 2,None,4906
2451,2230,Sand,Male,Shade 4,None,None,Top Dreads,Platinum,Zip Up Hoodie,Silver Cuban,Septum Piercing,Designer Shades 2,5 o'clock,5432
2452,191,Lavender,Female,Zombie,None,Sweatband,Hat,Platinum,White Tank,Bling,Blunt,None,None,2952
2453,2584,Yellow,Male,Shade 2,None,None,Shaggy,Black,Collard Tee,Gold Cuban,None,Designer Shades,Pencil Jaw,1579
2454,4668,Lavender,Male,Shade 1,None,None,Bowl Cut,Platinum,Hoodie,None,None,None,None,0
2455,1297,Blue,Male,Shade 4,None,None,Top Dreads,Black,Leather Jacket,Black Choker,Snake Bites,3D Glasses,Handlebars,764
2456,4784,Sand,Male,Shade 5,None,None,Bowl Cut,Blonde,Zip Up Hoodie,None,None,None,None,2228
2457,2961,Orange,Male,Shade 4,None,None,Dreads,Red,Zip Up Hoodie,None,Quellazaire,Eyepatch,Quarter Goat,1881
2458,1545,Pine,Male,Shade 3,None,None,Mullet,Red,Collard Tee,Gold Cuban,Quellazaire,Gold Piercings,Full Goat,4863
2459,2499,Lavender,Female,Shade 1,None,None,Crew Cut,Red,Button up,Gold Cuban,Blunt,Reading Glasses,None,0
2460,742,Orange,Male,Shade 4,None,Bucket Hat,Hat,Black,White Tee,Pearl Necklace,Pipe,Bridge Piercing,Handlebars,0
2461,3326,Turquoise,Female,Shade 2,None,None,Mohawk,Red,Turtleneck,None,Blunt,Designer Shades,None,0
2462,733,Orange,Male,Shade 6,None,Winter Hat,Hat,Black,Button up,Gold Cuban,Wizard Pipe,Bridge Piercing,Pencil Jaw,3824
2463,3056,Green,Female,Shade 6,None,None,Shoulder Length,Blonde,Leather Jacket,None,Blunt,Gold Piercings,None,0
2464,2840,Green,Male,Shade 3,None,None,Bald,Black,Turtleneck,None,Septum Piercing,Sunglasses,Pencil Jaw,0
2465,3523,Turquoise,Male,Shade 1,None,None,Mohawk,Blonde,Turtleneck,None,Quellazaire,Designer Shades,None,1690
2466,2651,Mauve,Female,Shade 7,None,None,Shoulder Length,Brown,Cut Off Sleeves,Gold Cuban,None,Designer Shades,None,364
2467,2482,Orange,Female,Shade 1,None,None,Mullet,Black,Hoodie,Silver Cuban,Pipe,Gold Piercings,None,604
2468,1125,Green,Female,Shade 1,None,Sweatband,Hat,Brown,White Tee,Gold Cuban,Hydration Pack,Designer Shades 2,None,0
2469,1861,Turquoise,Male,Shade 6,None,None,Dreads,Platinum,White Tee,Silver Cuban,Blunt,Eyepatch,Sideburns,5226
2470,4123,Yellow,Female,Shade 2,None,None,Shaggy,Red,Festival Top,None,None,None,None,1209
2471,3773,Deco,Male,Shade 5,None,None,Mohawk,Blonde,White Tank,None,None,Designer Shades 2,5 o'clock,3194
2472,2943,Turquoise,Female,Shade 1,None,None,Buzzed Braids,Blonde,Dress,None,Snake Bites,Eyepatch,None,3374
2473,972,Sand,Male,Shade 6,None,Horns,Hat,Red,Hoodie,Gold Cuban,Vape,Silver Piercings,5 o'clock,0
2474,560,Blue,Female,Shade 7,None,Beanie,Hat,Red,Leather Jacket,Pearl Necklace,Hay,Shutter Shades,None,3290
2475,796,Yellow,Female,Shade 2,None,Beanie,Hat,Platinum,Leather Jacket,Gold Cuban,Surgical Mask,Shutter Shades,None,0
2476,2605,Blue,Female,Shade 3,None,None,Shaggy,Black,Hoodie,Gold Cuban,Cigarette,Designer Shades 2,None,0
2477,1126,Pine,Male,Shade 7,None,Backwards Hat,Hat,Red,Striped Tee,Silver Cuban,Surgical Mask,Bridge Piercing,None,5877
2478,3547,Light Purple,Male,Shade 1,None,None,Mohawk,Blonde,Collard Tee,None,None,Bridge Piercing,Sideburns,558
2479,549,Pink,Male,Shade 2,None,Cowboy Hat,Hat,Green,Ripped Up Tee,Pearl Necklace,Septum Piercing,Eyepatch,None,0
2480,1214,Orange,Female,Shade 3,None,Sweatband,Hat,Black,Cut Off Sleeves,Pink Choker,None,Silver Piercings,None,0
2481,1501,Pine,Male,Shade 5,None,Beanie,Hat,Black,Turtleneck,None,Quellazaire,Eyepatch,Lined Up Soul Patch,2250
2482,4415,Pink,Female,Shade 2,None,None,Mohawk,Blonde,White Tank,None,None,None,None,2824
2483,2130,Light Purple,Male,Shade 4,None,Trucker Hat,Hat,Blonde,Shirtless,None,Wizard Pipe,Bridge Piercing,None,0
2484,324,Pink,Male,Shade 7,None,Horns,Hat,Pink,Hoodie,Pearl Necklace,Quellazaire,Designer Shades 2,Chinstrap,0
2485,3725,Pink,Male,Shade 2,None,None,Top Dreads,Brown,Hoodie,None,Cigarette,Reading Glasses,None,1086
2486,774,Orange,Female,Shade 3,None,Forwards Cap,Hat,Green,Ripped Up Tee,Bling,None,Silver Piercings,None,2289
2487,3693,Green,Male,Shade 1,None,None,Crew Cut,Black,White Tank,None,Cigarette,Bridge Piercing,None,3891
2488,2543,Mauve,Male,Shade 5,None,Backwards Hat,Hat,Red,Turtleneck,None,Pipe,Eyepatch,None,1211
2489,59,Pine,Female,Shade 4,Lazy Boy Tats,Beanie,Hat,Blue,Ripped Up Tee,Gold Cuban,Hydration Pack,Steampunk Shades,None,0
2490,4551,Blue,Male,Shade 7,None,None,Mohawk,Brown,Shirtless,None,None,None,None,4037
2491,4136,Blue,Female,Shade 6,None,None,Shaggy,Black,Festival Top,None,None,None,None,2787
2492,1300,Pink,Male,Shade 5,None,Sweatband,Hat,Platinum,Cut Off Sleeves,None,Hay,Shutter Shades,Full Goat,6012
2493,1801,Mauve,Female,Shade 4,None,None,Mullet,Red,White Tee,Black Choker,Hydration Pack,Shutter Shades,None,0
2494,305,Deco,Female,Shade 1,None,Forwards Cap,Hat,Blue,Camo Tee,Pink Choker,Hay,Reading Glasses,None,397
2495,4596,Deco,Male,Shade 1,None,None,Bald,Red,White Tee,None,None,None,None,5338
2496,2646,Yellow,Male,Shade 6,None,None,Dreads,Blonde,Button up,Silver Cuban,Cigarette,Eyepatch,None,0
2497,561,Pine,Male,Shade 5,None,Backwards Hat,Hat,Black,Camo Tee,Black Choker,Vape,Sunglasses,Full Goat,6064
2498,1589,Mauve,Male,Shade 4,None,None,Bowl Cut,Black,Dirty Tee,Silver Cuban,Surgical Mask,Designer Shades,Quarter Goat,3904
2499,4861,Pink,Male,Shade 1,None,None,Mohawk,Blonde,White Tank,None,None,None,None,2386
2500,15,Light Purple,Female,Alien,Lazy Boy Tats,Forwards Cap,Hat,Blonde,Dirty Tee,None,Hydration Pack,Shutter Shades,None,46694
2501,3963,Mauve,Male,Shade 2,None,None,Mohawk,Platinum,Rags,None,None,None,5 o'clock,0
2502,1924,Pine,Male,Shade 5,None,Trucker Hat,Hat,Pink,Turtleneck,None,Septum Piercing,Reading Glasses,None,3723
2503,3277,Orange,Female,Shade 7,None,None,Mullet,Black,Rags,None,Blunt,Designer Shades 2,None,0
2504,3158,Yellow,Female,Shade 2,None,None,Shoulder Length,Black,Turtleneck,None,Vape,Designer Shades,None,4001
2505,1960,Sand,Male,Shade 4,None,Forwards Cap,Hat,Red,Camo Tee,None,Cigarette,Designer Shades 2,Pencil Jaw,1311
2506,137,Mauve,Female,Shade 3,Street Tats,Bucket Hat,Hat,Brown,Hoodie,Black Choker,Cigarette,Sunglasses,None,3967
2507,1433,Pine,Male,Shade 7,None,None,Buzzed Braids,Red,Collard Tee,Black Choker,Cigarette,Silver Piercings,Half Goat,0
2508,2172,Orange,Female,Shade 5,None,Sweatband,Hat,Blonde,Turtleneck,None,Blunt,Silver Piercings,None,1630
2509,32,Blue,Female,Shade 3,Lazy Boy Tats,Horns,Hat,Green,Collard Tee,Pink Choker,Snake Bites,Future Shades,None,1364
2510,2704,Blue,Female,Shade 4,None,Beanie,Hat,Red,Rags,None,None,Silver Piercings,None,0
2511,1851,Pine,Male,Shade 1,None,None,Mullet,Platinum,Dirty Tee,Bling,None,Eyepatch,Stache,2878
2512,221,Light Purple,Male,Shade 5,Emo Lover Tats,None,Bowl Cut,Blonde,Zip Up Hoodie,Pearl Necklace,Wizard Pipe,Cyborg Glasses,None,1272
2513,640,Lavender,Female,Shade 1,None,Bucket Hat,Hat,Red,Ripped Up Tee,Pink Choker,Septum Piercing,Designer Shades,None,0
2514,2544,Light Purple,Female,Shade 7,None,None,Shaggy,Blonde,Hoodie,Gold Cuban,Blunt,Designer Shades 2,None,5177
2515,2797,Mauve,Male,Shade 4,None,None,Shaggy,Blonde,Cut Off Sleeves,None,Septum Piercing,Sunglasses,Stache,0
2516,222,Green,Female,Alien,None,None,Crew Cut,Black,Dirty Tee,Silver Cuban,Vape,Bridge Piercing,None,1695
2517,1778,Sand,Female,Shade 4,None,None,Spikey,Blonde,Button up,Black Choker,Quellazaire,Gold Piercings,None,2275
2518,3313,Green,Female,Shade 4,None,None,Mullet,Blonde,Festival Top,None,Vape,Designer Shades 2,None,343
2519,1452,Pink,Male,Shade 1,None,Backwards Hat,Hat,Blonde,Shirtless,None,Cigarette,Silver Piercings,Stache,5779
2520,505,Mauve,Female,Shade 5,None,Beanie,Hat,Blue,White Tee,Black Choker,Wizard Pipe,Reading Glasses,None,0
2521,2036,Pine,Female,Shade 1,None,None,Buzzed Braids,Brown,White Tank,Black Choker,Blunt,Silver Piercings,None,0
2522,4554,Turquoise,Female,Shade 2,None,None,Mohawk,Black,Zip Up Hoodie,None,None,None,None,0
2523,1199,Mauve,Female,Shade 5,None,Bucket Hat,Hat,Pink,Festival Top,None,Wizard Pipe,Designer Shades,None,1838
2524,1966,Yellow,Female,Shade 1,None,None,Buzzed Braids,Brown,Leather Jacket,Silver Cuban,Septum Piercing,Silver Piercings,None,0
2525,9,Yellow,Female,Alien,Lazy Boy Tats,Beanie,Hat,Rainbow,Leather Jacket,Pink Choker,None,Designer Shades,None,1068
2526,1093,Yellow,Male,Shade 2,None,Trucker Hat,Hat,Blonde,Camo Tee,Black Choker,Surgical Mask,Reading Glasses,None,0
2527,845,Sand,Male,Shade 1,None,Sweatband,Hat,Brown,Dirty Tee,Silver Cuban,Surgical Mask,Designer Shades 2,5 o'clock,0
2528,4805,Deco,Male,Shade 6,None,None,Crew Cut,Red,White Tank,None,None,None,None,0
2529,394,Deco,Male,Shade 7,None,Forwards Cap,Hat,Platinum,Collard Tee,Black Choker,Snake Bites,3D Glasses,Chinstrap,0
2530,1094,Blue,Male,Shade 7,None,Backwards Hat,Hat,Platinum,Leather Jacket,Silver Cuban,None,Shutter Shades,Stache,5967
2531,2630,Pink,Female,Shade 3,None,None,Spikey,Black,Cut Off Sleeves,Silver Cuban,None,Silver Piercings,None,3543
2532,1043,Pink,Male,Shade 2,None,Sweatband,Hat,Black,Zip Up Hoodie,Silver Cuban,Cigarette,Designer Shades,Handlebars,5044
2533,1408,Orange,Female,Shade 5,None,Forwards Cap,Hat,Blonde,Hawaiian Shirt,Pink Choker,Septum Piercing,None,None,5088
2534,209,Turquoise,Female,Shade 6,Street Tats,None,Buzzed Braids,Brown,Ripped Up Tee,Silver Cuban,Hay,Eyepatch,None,0
2535,2939,Pink,Male,Shade 4,None,None,Crew Cut,Red,Camo Tee,None,Cigarette,Sunglasses,Full Goat,0
2536,138,Sand,Female,Shade 7,Street Tats,None,Mullet,Pink,Leather Jacket,Bling,Wizard Pipe,Designer Shades 2,None,873
2537,1820,Yellow,Male,Shade 2,None,Trucker Hat,Hat,Black,Camo Tee,Pearl Necklace,Surgical Mask,None,None,914
2538,2609,Turquoise,Male,Shade 5,None,None,Mullet,Red,Button up,Black Choker,None,Bridge Piercing,Quarter Goat,1875
2539,984,Blue,Male,Shade 7,None,Sweatband,Hat,Green,Ripped Up Tee,None,Respirator Mask,Bridge Piercing,Chinstrap,0
2540,2519,Orange,Male,Shade 1,None,Beanie,Hat,Blonde,Turtleneck,None,None,Shutter Shades,Full Goat,3481
2541,2673,Yellow,Male,Shade 1,None,None,Spikey,Brown,Camo Tee,None,Hay,Designer Shades 2,Quarter Goat,5613
2542,4341,Lavender,Female,Shade 2,None,None,Mohawk,Brown,Button up,None,None,None,None,0
2543,4062,Orange,Female,Shade 4,None,None,Bowl Cut,Red,Festival Top,None,None,None,None,2040
2544,404,Yellow,Male,Shade 6,None,Cowboy Hat,Hat,Platinum,Hoodie,Pink Choker,Blunt,Shutter Shades,Dapper Stache,0
2545,617,Light Purple,Male,Shade 7,None,Beanie,Hat,Black,Zip Up Hoodie,Pearl Necklace,Snake Bites,Silver Piercings,Chinstrap,4997
2546,4,Turquoise,Female,Alien,Emo Lover Tats,Bucket Hat,Hat,Black,Leather Jacket,Bling,Blunt,Shutter Shades,None,1967
2547,1018,Orange,Female,Shade 2,None,Cowboy Hat,Hat,Brown,Button up,Silver Cuban,Wizard Pipe,Reading Glasses,None,1870
2548,1741,Sand,Male,Shade 7,None,Trucker Hat,Hat,Brown,White Tank,None,Vape,Future Shades,Handlebars,0
2549,1281,Deco,Male,Shade 4,None,Trucker Hat,Hat,Black,Zip Up Hoodie,Black Choker,Pipe,Designer Shades,None,1012
2550,3485,Pink,Male,Shade 3,None,None,Bald,Platinum,White Tee,Silver Cuban,Pipe,None,None,0
2551,1615,Mauve,Male,Shade 6,None,None,Top Dreads,Brown,Striped Tee,Gold Cuban,Surgical Mask,Reading Glasses,Full Goat,0
2552,2484,Green,Female,Shade 2,None,None,Buzzed Braids,Red,Button up,Silver Cuban,Cigarette,Designer Shades 2,None,5067
2553,1934,Mauve,Female,Shade 6,None,Beanie,Hat,Platinum,Hoodie,Pearl Necklace,Vape,None,None,0
2554,542,Deco,Male,Shade 4,None,Horns,Hat,Green,Hoodie,Gold Cuban,Septum Piercing,Designer Shades 2,Half Goat,57
2555,102,Turquoise,Male,Shade 3,Lazy Boy Tats,Bucket Hat,Hat,Black,Ripped Up Tee,Bling,Hay,Designer Shades,None,0
2556,1267,Sand,Female,Shade 2,None,Horns,Hat,Rainbow,Dirty Tee,None,Surgical Mask,Reading Glasses,None,3884
2557,1163,Deco,Female,Shade 6,None,Horns,Hat,Brown,Cut Off Sleeves,Pearl Necklace,None,3D Glasses,None,1507
2558,2688,Lavender,Male,Shade 5,None,None,Buzzed Braids,Platinum,Hoodie,Silver Cuban,Septum Piercing,Reading Glasses,None,0
2559,2509,Green,Female,Shade 3,None,None,Mohawk,Platinum,White Tank,Gold Cuban,Vape,Reading Glasses,None,3759
2560,4907,Deco,Male,Shade 7,None,None,Shaggy,Blonde,Hoodie,None,None,None,None,5730
2561,3300,Light Purple,Female,Shade 6,None,None,Dreads,Black,Hoodie,Gold Cuban,Pipe,None,None,3277
2562,4066,Mauve,Female,Shade 3,None,None,Top Dreads,Red,Rags,None,None,None,None,0
2563,1048,Deco,Female,Shade 1,None,Forwards Cap,Hat,Platinum,White Tee,Black Choker,Septum Piercing,Designer Shades,None,0
2564,895,Sand,Female,Shade 5,None,Winter Hat,Hat,Brown,White Tank,Black Choker,Surgical Mask,Designer Shades,None,5668
2565,3509,Light Purple,Male,Shade 7,None,None,Dreads,Red,Turtleneck,None,None,Designer Shades,Pencil Jaw,2456
2566,4833,Lavender,Male,Shade 6,None,None,Top Dreads,Red,Hoodie,None,None,None,None,2598
2567,1990,Green,Male,Shade 5,None,None,Mullet,Red,Hoodie,Gold Cuban,Surgical Mask,Steampunk Shades,5 o'clock,1390
2568,4234,Lavender,Female,Shade 7,None,None,Bowl Cut,Platinum,Zip Up Hoodie,None,None,None,None,6196
